cell_id	coords
2726	[[3014, 5308], [3006, 5304], [3001, 5300], [3000, 5297], [2998, 5295], [2999, 5293], [2997, 5292], [2997, 5282], [2996, 5281], [2996, 5274], [2997, 5273], [2998, 5268], [3001, 5264], [3001, 5263], [3004, 5260], [3005, 5260], [3007, 5258], [3008, 5258], [3010, 5256], [3017, 5252], [3019, 5252], [3020, 5251], [3025, 5251], [3026, 5250], [3030, 5250], [3031, 5251], [3034, 5251], [3037, 5253], [3039, 5253], [3043, 5257], [3043, 5258], [3046, 5261], [3049, 5267], [3049, 5275], [3047, 5276], [3048, 5277], [3048, 5278], [3047, 5277], [3046, 5277], [3046, 5279], [3047, 5280], [3046, 5281], [3046, 5284], [3045, 5285], [3045, 5288], [3044, 5289], [3043, 5295], [3039, 5301], [3038, 5301], [3035, 5304], [3031, 5306], [3029, 5306], [3025, 5308], [3014, 5308]]
2727	[[3988, 5265], [3987, 5254], [3990, 5252], [3994, 5252], [3996, 5251], [3997, 5253], [3997, 5263], [3991, 5263], [3988, 5265]]
2728	[[4963, 5277], [4962, 5275], [4964, 5273], [4966, 5273], [4964, 5272], [4965, 5271], [4965, 5270], [4963, 5270], [4962, 5271], [4963, 5272], [4962, 5273], [4961, 5273], [4958, 5271], [4958, 5269], [4957, 5268], [4958, 5267], [4957, 5265], [4958, 5263], [4957, 5261], [4957, 5257], [4958, 5255], [4962, 5252], [4966, 5252], [4967, 5253], [4971, 5253], [4972, 5252], [4975, 5252], [4976, 5251], [4977, 5252], [4979, 5252], [4983, 5257], [4983, 5259], [4985, 5262], [4985, 5266], [4983, 5268], [4983, 5270], [4982, 5271], [4982, 5269], [4981, 5269], [4979, 5271], [4972, 5271], [4972, 5272], [4975, 5273], [4973, 5274], [4972, 5273], [4972, 5276], [4970, 5276], [4969, 5277], [4965, 5276], [4963, 5277]]
2729	[[5820, 5256], [5820, 5252], [5820, 5256]]
2730	[[2170, 5263], [2170, 5263], [2169, 5261], [2167, 5261], [2166, 5260], [2160, 5260], [2159, 5261], [2158, 5255], [2160, 5253], [2168, 5253], [2169, 5255], [2170, 5263]]
2731	[[2661, 5303], [2660, 5302], [2658, 5302], [2654, 5300], [2650, 5297], [2648, 5297], [2645, 5295], [2645, 5293], [2644, 5292], [2640, 5289], [2639, 5285], [2638, 5284], [2638, 5276], [2639, 5275], [2639, 5271], [2641, 5267], [2645, 5263], [2647, 5262], [2650, 5262], [2652, 5260], [2655, 5260], [2662, 5255], [2664, 5255], [2665, 5254], [2669, 5254], [2670, 5253], [2673, 5253], [2676, 5255], [2680, 5256], [2683, 5259], [2685, 5259], [2690, 5265], [2691, 5267], [2690, 5268], [2692, 5270], [2691, 5271], [2692, 5273], [2692, 5276], [2691, 5277], [2691, 5281], [2690, 5282], [2692, 5283], [2692, 5285], [2691, 5286], [2692, 5287], [2690, 5290], [2690, 5293], [2688, 5295], [2688, 5296], [2683, 5300], [2681, 5300], [2677, 5302], [2673, 5302], [2672, 5303], [2661, 5303]]
2732	[[136, 5298], [128, 5298], [122, 5294], [120, 5290], [117, 5287], [117, 5266], [120, 5263], [121, 5260], [125, 5256], [129, 5254], [138, 5254], [141, 5256], [143, 5256], [150, 5265], [151, 5271], [152, 5272], [152, 5277], [151, 5278], [151, 5281], [150, 5282], [149, 5286], [140, 5296], [136, 5298]]
2733	[[2630, 5273], [2628, 5272], [2626, 5273], [2620, 5272], [2618, 5271], [2618, 5269], [2618, 5268], [2617, 5270], [2615, 5267], [2614, 5269], [2612, 5267], [2612, 5264], [2613, 5263], [2614, 5264], [2616, 5260], [2621, 5256], [2625, 5258], [2625, 5257], [2624, 5256], [2626, 5254], [2627, 5255], [2629, 5254], [2631, 5256], [2634, 5255], [2635, 5258], [2635, 5260], [2636, 5260], [2637, 5258], [2637, 5261], [2634, 5263], [2636, 5264], [2636, 5265], [2634, 5266], [2635, 5267], [2634, 5270], [2631, 5271], [2630, 5273]]
2734	[[5820, 5264], [5820, 5256], [5820, 5264]]
2735	[[2168, 5263], [2167, 5263], [2166, 5262], [2161, 5262], [2159, 5263], [2158, 5262], [2160, 5260], [2166, 5260], [2168, 5261], [2168, 5263]]
2736	[[828, 5313], [818, 5313], [817, 5312], [815, 5312], [811, 5310], [808, 5307], [807, 5307], [798, 5299], [796, 5295], [795, 5283], [797, 5279], [797, 5276], [799, 5273], [799, 5270], [802, 5267], [807, 5266], [817, 5261], [821, 5262], [822, 5263], [824, 5263], [825, 5264], [828, 5264], [834, 5267], [841, 5275], [842, 5281], [843, 5282], [843, 5286], [844, 5287], [844, 5289], [843, 5290], [843, 5297], [842, 5298], [842, 5300], [839, 5304], [838, 5307], [836, 5309], [834, 5309], [833, 5311], [831, 5312], [830, 5311], [828, 5313]]
2737	[[2814, 5314], [2806, 5315], [2804, 5314], [2804, 5312], [2803, 5311], [2803, 5307], [2802, 5306], [2802, 5302], [2800, 5299], [2799, 5295], [2797, 5293], [2796, 5290], [2793, 5287], [2789, 5280], [2783, 5273], [2783, 5272], [2790, 5265], [2796, 5262], [2798, 5262], [2799, 5261], [2813, 5261], [2814, 5262], [2816, 5262], [2820, 5264], [2827, 5271], [2831, 5279], [2831, 5284], [2832, 5285], [2832, 5288], [2831, 5289], [2831, 5293], [2829, 5294], [2829, 5301], [2825, 5307], [2824, 5307], [2820, 5311], [2814, 5314]]
2738	[[2168, 5267], [2166, 5267], [2165, 5266], [2161, 5266], [2159, 5267], [2158, 5264], [2161, 5262], [2166, 5262], [2168, 5264], [2168, 5267]]
2739	[[5820, 5269], [5820, 5264], [5820, 5269]]
2740	[[1939, 5305], [1925, 5305], [1924, 5304], [1922, 5304], [1920, 5303], [1916, 5299], [1915, 5299], [1910, 5294], [1912, 5284], [1915, 5280], [1916, 5277], [1925, 5267], [1929, 5265], [1936, 5265], [1937, 5266], [1942, 5267], [1944, 5268], [1948, 5274], [1948, 5277], [1949, 5278], [1949, 5284], [1947, 5287], [1947, 5295], [1945, 5299], [1943, 5301], [1942, 5304], [1940, 5304], [1939, 5305]]
2741	[[2168, 5269], [2166, 5269], [2165, 5268], [2162, 5268], [2161, 5269], [2159, 5269], [2158, 5268], [2161, 5266], [2165, 5266], [2166, 5267], [2168, 5267], [2168, 5269]]
2742	[[3987, 5271], [3987, 5270], [3990, 5267], [3994, 5267], [3996, 5266], [3997, 5268], [3997, 5269], [3993, 5269], [3989, 5271], [3987, 5271]]
2743	[[2170, 5280], [2169, 5276], [2168, 5278], [2160, 5278], [2158, 5281], [2157, 5280], [2158, 5279], [2158, 5270], [2161, 5269], [2162, 5268], [2168, 5269], [2168, 5272], [2170, 5272], [2170, 5280]]
2744	[[5224, 5314], [5219, 5311], [5219, 5310], [5216, 5307], [5215, 5303], [5214, 5302], [5214, 5295], [5221, 5281], [5232, 5272], [5238, 5269], [5248, 5268], [5249, 5269], [5252, 5269], [5255, 5271], [5257, 5271], [5259, 5273], [5260, 5273], [5265, 5280], [5265, 5282], [5266, 5283], [5266, 5285], [5268, 5289], [5268, 5297], [5265, 5298], [5267, 5298], [5267, 5300], [5266, 5302], [5262, 5306], [5261, 5309], [5259, 5311], [5254, 5312], [5248, 5315], [5238, 5315], [5237, 5316], [5230, 5316], [5229, 5315], [5224, 5314]]
2745	[[3988, 5278], [3988, 5271], [3992, 5270], [3993, 5269], [3997, 5270], [3997, 5277], [3996, 5276], [3993, 5276], [3992, 5277], [3989, 5277], [3988, 5278]]
2746	[[5820, 5272], [5820, 5269], [5820, 5272]]
2747	[[5375, 5300], [5370, 5299], [5368, 5297], [5367, 5297], [5363, 5293], [5363, 5283], [5362, 5281], [5364, 5277], [5369, 5272], [5371, 5271], [5374, 5271], [5380, 5274], [5382, 5277], [5383, 5281], [5385, 5282], [5385, 5289], [5384, 5290], [5384, 5292], [5379, 5298], [5375, 5300]]
2748	[[7050, 5307], [7046, 5304], [7041, 5303], [7037, 5299], [7038, 5298], [7036, 5294], [7036, 5289], [7037, 5288], [7037, 5285], [7039, 5283], [7039, 5282], [7046, 5275], [7050, 5274], [7054, 5271], [7060, 5271], [7064, 5275], [7068, 5276], [7069, 5278], [7069, 5279], [7071, 5280], [7071, 5288], [7070, 5289], [7070, 5292], [7069, 5293], [7069, 5295], [7064, 5298], [7065, 5300], [7064, 5301], [7063, 5301], [7060, 5304], [7054, 5307], [7050, 5307]]
2749	[[5820, 5279], [5820, 5272], [5820, 5279]]
2750	[[2804, 5314], [2802, 5315], [2796, 5315], [2795, 5316], [2786, 5316], [2785, 5315], [2784, 5316], [2782, 5314], [2780, 5314], [2778, 5312], [2777, 5312], [2774, 5310], [2774, 5309], [2770, 5304], [2768, 5300], [2768, 5297], [2767, 5296], [2767, 5290], [2768, 5289], [2768, 5285], [2769, 5284], [2769, 5282], [2771, 5281], [2773, 5278], [2778, 5276], [2782, 5273], [2784, 5273], [2786, 5276], [2786, 5277], [2789, 5280], [2789, 5281], [2791, 5283], [2793, 5287], [2796, 5290], [2797, 5293], [2800, 5297], [2800, 5299], [2802, 5302], [2802, 5306], [2803, 5307], [2803, 5311], [2804, 5312], [2804, 5314]]
2751	[[1453, 5296], [1452, 5293], [1451, 5292], [1451, 5285], [1450, 5283], [1448, 5280], [1445, 5280], [1443, 5279], [1445, 5278], [1446, 5276], [1448, 5276], [1450, 5274], [1454, 5274], [1456, 5277], [1456, 5279], [1457, 5280], [1457, 5291], [1453, 5296]]
2752	[[1449, 5305], [1445, 5305], [1447, 5302], [1447, 5298], [1443, 5298], [1442, 5297], [1440, 5298], [1434, 5298], [1433, 5297], [1428, 5297], [1427, 5296], [1413, 5296], [1412, 5294], [1413, 5292], [1416, 5290], [1417, 5288], [1416, 5287], [1418, 5285], [1428, 5280], [1430, 5278], [1434, 5276], [1440, 5275], [1442, 5278], [1443, 5280], [1444, 5279], [1445, 5280], [1448, 5280], [1451, 5285], [1452, 5301], [1449, 5305]]
2753	[[4368, 5315], [4365, 5312], [4365, 5308], [4366, 5307], [4364, 5306], [4365, 5305], [4364, 5303], [4361, 5300], [4361, 5298], [4357, 5297], [4355, 5296], [4355, 5293], [4360, 5287], [4362, 5287], [4364, 5286], [4363, 5284], [4365, 5281], [4365, 5279], [4371, 5275], [4377, 5275], [4379, 5277], [4382, 5277], [4386, 5279], [4387, 5278], [4389, 5281], [4389, 5286], [4390, 5288], [4392, 5288], [4394, 5292], [4394, 5295], [4395, 5297], [4394, 5298], [4394, 5301], [4393, 5303], [4388, 5307], [4389, 5308], [4387, 5310], [4381, 5311], [4380, 5312], [4375, 5312], [4373, 5314], [4369, 5314], [4368, 5315]]
2754	[[3988, 5290], [3987, 5279], [3989, 5277], [3996, 5276], [3997, 5278], [3997, 5288], [3996, 5288], [3995, 5287], [3994, 5288], [3990, 5288], [3988, 5290]]
2755	[[4711, 5285], [4710, 5285], [4712, 5283], [4712, 5281], [4715, 5278], [4716, 5279], [4718, 5278], [4718, 5280], [4720, 5281], [4718, 5281], [4717, 5282], [4715, 5282], [4711, 5285]]
2756	[[5820, 5291], [5820, 5279], [5820, 5291]]
2757	[[4722, 5311], [4712, 5310], [4708, 5307], [4707, 5305], [4707, 5302], [4706, 5301], [4706, 5298], [4708, 5296], [4709, 5297], [4709, 5297], [4709, 5295], [4707, 5293], [4709, 5292], [4708, 5290], [4710, 5288], [4710, 5286], [4713, 5283], [4717, 5282], [4718, 5281], [4721, 5282], [4722, 5284], [4725, 5284], [4726, 5282], [4731, 5283], [4731, 5286], [4732, 5287], [4731, 5289], [4731, 5293], [4730, 5294], [4732, 5294], [4733, 5297], [4732, 5303], [4731, 5305], [4727, 5309], [4723, 5310], [4722, 5311]]
2758	[[3421, 5318], [3419, 5318], [3418, 5316], [3415, 5317], [3411, 5314], [3405, 5312], [3402, 5310], [3402, 5308], [3399, 5304], [3399, 5302], [3402, 5301], [3400, 5300], [3399, 5297], [3403, 5294], [3407, 5294], [3407, 5294], [3406, 5293], [3408, 5291], [3407, 5290], [3414, 5285], [3420, 5286], [3421, 5287], [3425, 5287], [3429, 5289], [3431, 5293], [3431, 5296], [3434, 5302], [3434, 5307], [3432, 5311], [3431, 5312], [3428, 5313], [3426, 5315], [3423, 5316], [3421, 5318]]
2759	[[2170, 5303], [2169, 5298], [2168, 5301], [2160, 5301], [2158, 5303], [2157, 5303], [2157, 5296], [2160, 5290], [2163, 5290], [2164, 5289], [2165, 5290], [2167, 5290], [2168, 5292], [2168, 5297], [2169, 5297], [2169, 5296], [2170, 5296], [2170, 5303]]
2760	[[3988, 5302], [3987, 5292], [3990, 5290], [3991, 5295], [3992, 5290], [3994, 5289], [3997, 5290], [3997, 5293], [3996, 5294], [3997, 5295], [3997, 5297], [3996, 5299], [3997, 5301], [3997, 5301], [3996, 5300], [3992, 5300], [3991, 5298], [3990, 5301], [3988, 5302]]
2761	[[1439, 5319], [1438, 5319], [1437, 5318], [1433, 5317], [1431, 5320], [1427, 5321], [1426, 5320], [1423, 5320], [1418, 5315], [1417, 5315], [1412, 5310], [1413, 5309], [1412, 5307], [1414, 5306], [1414, 5304], [1415, 5303], [1414, 5301], [1415, 5299], [1417, 5298], [1416, 5297], [1427, 5296], [1428, 5297], [1433, 5297], [1434, 5298], [1447, 5298], [1447, 5302], [1445, 5306], [1441, 5311], [1441, 5314], [1440, 5315], [1439, 5319]]
2762	[[6389, 5312], [6386, 5311], [6385, 5313], [6383, 5314], [6380, 5314], [6378, 5313], [6377, 5310], [6376, 5313], [6374, 5312], [6370, 5305], [6371, 5303], [6373, 5302], [6371, 5301], [6374, 5298], [6378, 5298], [6381, 5296], [6383, 5296], [6388, 5300], [6390, 5299], [6392, 5302], [6391, 5305], [6392, 5305], [6393, 5304], [6393, 5307], [6389, 5312]]
2763	[[1922, 5341], [1916, 5341], [1915, 5340], [1911, 5339], [1908, 5336], [1907, 5336], [1903, 5333], [1902, 5331], [1902, 5328], [1900, 5326], [1898, 5322], [1898, 5319], [1896, 5317], [1897, 5315], [1896, 5314], [1898, 5311], [1898, 5309], [1900, 5308], [1904, 5304], [1906, 5304], [1907, 5303], [1908, 5300], [1911, 5298], [1914, 5298], [1922, 5304], [1924, 5304], [1925, 5305], [1931, 5305], [1932, 5306], [1933, 5305], [1939, 5305], [1942, 5309], [1942, 5320], [1940, 5321], [1941, 5323], [1939, 5325], [1938, 5328], [1931, 5336], [1930, 5336], [1927, 5339], [1923, 5340], [1922, 5341]]
2764	[[1493, 5317], [1491, 5317], [1489, 5315], [1488, 5315], [1486, 5312], [1484, 5312], [1483, 5313], [1481, 5312], [1481, 5311], [1483, 5310], [1482, 5309], [1483, 5308], [1483, 5306], [1485, 5304], [1488, 5304], [1491, 5301], [1493, 5302], [1494, 5305], [1498, 5305], [1498, 5308], [1497, 5309], [1499, 5310], [1499, 5312], [1498, 5312], [1497, 5314], [1492, 5316], [1493, 5317], [1493, 5317]]
2765	[[2167, 5331], [2161, 5331], [2158, 5328], [2158, 5323], [2157, 5322], [2157, 5317], [2158, 5316], [2158, 5314], [2157, 5313], [2157, 5304], [2160, 5301], [2168, 5301], [2168, 5304], [2170, 5304], [2170, 5325], [2169, 5326], [2169, 5329], [2167, 5331]]
2766	[[5829, 5324], [5823, 5324], [5821, 5323], [5821, 5321], [5820, 5320], [5820, 5315], [5819, 5314], [5820, 5303], [5821, 5314], [5822, 5314], [5823, 5308], [5824, 5309], [5829, 5309], [5831, 5307], [5831, 5308], [5831, 5321], [5829, 5322], [5829, 5324]]
2767	[[1626, 5365], [1625, 5364], [1623, 5364], [1619, 5362], [1615, 5360], [1615, 5359], [1612, 5356], [1610, 5352], [1609, 5345], [1611, 5344], [1610, 5343], [1612, 5341], [1614, 5333], [1618, 5333], [1618, 5332], [1616, 5331], [1616, 5330], [1618, 5329], [1618, 5327], [1616, 5326], [1616, 5324], [1617, 5323], [1615, 5322], [1615, 5320], [1617, 5317], [1617, 5315], [1625, 5308], [1631, 5305], [1636, 5304], [1637, 5305], [1643, 5306], [1644, 5308], [1646, 5308], [1646, 5310], [1655, 5318], [1656, 5322], [1657, 5323], [1657, 5325], [1658, 5326], [1658, 5330], [1659, 5331], [1659, 5334], [1658, 5335], [1659, 5336], [1659, 5340], [1658, 5341], [1658, 5348], [1657, 5349], [1657, 5353], [1656, 5354], [1656, 5356], [1654, 5358], [1654, 5359], [1652, 5359], [1651, 5361], [1649, 5362], [1648, 5361], [1645, 5363], [1632, 5363], [1631, 5364], [1627, 5364], [1626, 5365]]
2768	[[3998, 5314], [3996, 5311], [3991, 5311], [3990, 5309], [3988, 5315], [3987, 5310], [3992, 5306], [3995, 5306], [3996, 5308], [3996, 5310], [3998, 5313], [3998, 5314]]
2769	[[4028, 5357], [4024, 5355], [4021, 5353], [4017, 5345], [4017, 5329], [4018, 5327], [4022, 5323], [4022, 5320], [4023, 5318], [4029, 5312], [4030, 5312], [4034, 5308], [4036, 5307], [4049, 5307], [4050, 5308], [4052, 5308], [4056, 5310], [4062, 5316], [4063, 5316], [4064, 5318], [4065, 5322], [4066, 5323], [4066, 5326], [4067, 5327], [4067, 5332], [4065, 5334], [4067, 5335], [4067, 5339], [4065, 5343], [4064, 5343], [4063, 5345], [4055, 5353], [4051, 5355], [4048, 5355], [4047, 5356], [4041, 5356], [4040, 5357], [4028, 5357]]
2770	[[4838, 5350], [4837, 5349], [4833, 5350], [4829, 5348], [4822, 5347], [4818, 5344], [4817, 5344], [4816, 5344], [4817, 5343], [4815, 5342], [4815, 5336], [4813, 5332], [4813, 5327], [4815, 5324], [4815, 5319], [4821, 5318], [4828, 5310], [4832, 5309], [4833, 5308], [4835, 5308], [4837, 5311], [4837, 5312], [4839, 5313], [4840, 5313], [4842, 5316], [4843, 5317], [4843, 5320], [4842, 5322], [4847, 5327], [4846, 5328], [4848, 5329], [4848, 5331], [4849, 5332], [4849, 5339], [4846, 5345], [4843, 5348], [4839, 5349], [4838, 5350]]
2771	[[264, 5365], [254, 5364], [244, 5359], [235, 5352], [235, 5350], [233, 5349], [232, 5347], [233, 5346], [231, 5343], [231, 5336], [232, 5335], [232, 5331], [233, 5330], [233, 5328], [236, 5325], [236, 5324], [245, 5315], [248, 5314], [250, 5312], [252, 5312], [253, 5311], [255, 5311], [259, 5309], [266, 5309], [270, 5311], [278, 5320], [282, 5328], [282, 5334], [283, 5335], [283, 5337], [281, 5338], [281, 5341], [283, 5341], [282, 5343], [282, 5350], [279, 5356], [274, 5360], [264, 5365]]
2772	[[3997, 5324], [3996, 5323], [3991, 5323], [3989, 5325], [3988, 5325], [3989, 5312], [3991, 5311], [3996, 5311], [3997, 5313], [3998, 5315], [3998, 5321], [3996, 5323], [3997, 5324], [3997, 5324]]
2773	[[5828, 5335], [5825, 5335], [5824, 5334], [5821, 5334], [5822, 5333], [5822, 5330], [5822, 5329], [5821, 5330], [5820, 5328], [5819, 5327], [5820, 5314], [5820, 5320], [5821, 5321], [5821, 5323], [5823, 5324], [5829, 5324], [5830, 5325], [5830, 5322], [5831, 5322], [5831, 5331], [5830, 5332], [5830, 5334], [5828, 5335]]
2774	[[6530, 5332], [6527, 5332], [6529, 5331], [6528, 5329], [6527, 5329], [6526, 5327], [6524, 5327], [6522, 5323], [6522, 5319], [6524, 5317], [6530, 5316], [6530, 5319], [6533, 5319], [6535, 5323], [6534, 5324], [6534, 5326], [6535, 5327], [6534, 5329], [6533, 5329], [6532, 5331], [6530, 5332]]
2775	[[3770, 5328], [3766, 5326], [3760, 5326], [3761, 5324], [3760, 5322], [3762, 5319], [3764, 5318], [3765, 5320], [3767, 5317], [3770, 5317], [3771, 5318], [3773, 5318], [3775, 5321], [3775, 5323], [3773, 5325], [3773, 5326], [3770, 5328]]
2776	[[6112, 5358], [6106, 5358], [6105, 5356], [6104, 5356], [6103, 5358], [6099, 5356], [6094, 5352], [6094, 5351], [6096, 5350], [6096, 5347], [6095, 5348], [6090, 5348], [6089, 5348], [6090, 5347], [6088, 5346], [6086, 5345], [6086, 5341], [6088, 5340], [6086, 5339], [6089, 5335], [6089, 5334], [6092, 5331], [6093, 5332], [6093, 5331], [6097, 5327], [6096, 5324], [6103, 5318], [6106, 5318], [6107, 5317], [6113, 5318], [6120, 5323], [6121, 5323], [6122, 5325], [6124, 5329], [6124, 5331], [6126, 5334], [6126, 5341], [6124, 5345], [6124, 5349], [6123, 5351], [6119, 5354], [6118, 5354], [6117, 5356], [6115, 5357], [6114, 5356], [6112, 5358]]
2777	[[1831, 5374], [1824, 5374], [1823, 5375], [1822, 5374], [1814, 5374], [1813, 5373], [1811, 5373], [1807, 5371], [1803, 5367], [1802, 5367], [1798, 5364], [1796, 5360], [1796, 5358], [1794, 5355], [1794, 5351], [1793, 5350], [1793, 5346], [1795, 5345], [1794, 5343], [1794, 5339], [1796, 5336], [1796, 5333], [1798, 5329], [1800, 5327], [1800, 5326], [1806, 5321], [1808, 5321], [1812, 5319], [1816, 5319], [1817, 5318], [1827, 5320], [1834, 5325], [1835, 5325], [1841, 5332], [1845, 5339], [1845, 5341], [1846, 5342], [1846, 5350], [1845, 5351], [1843, 5349], [1842, 5350], [1842, 5351], [1845, 5354], [1844, 5358], [1843, 5359], [1843, 5362], [1841, 5366], [1834, 5373], [1832, 5373], [1831, 5374]]
2778	[[2271, 5335], [2270, 5334], [2267, 5334], [2267, 5332], [2266, 5331], [2267, 5327], [2265, 5325], [2266, 5321], [2269, 5322], [2269, 5323], [2266, 5325], [2269, 5326], [2271, 5324], [2272, 5325], [2273, 5323], [2275, 5323], [2276, 5325], [2274, 5326], [2273, 5332], [2271, 5335]]
2779	[[1738, 5343], [1737, 5341], [1732, 5339], [1732, 5337], [1735, 5334], [1735, 5335], [1734, 5337], [1735, 5337], [1736, 5336], [1736, 5333], [1735, 5331], [1733, 5330], [1733, 5329], [1735, 5327], [1739, 5327], [1741, 5322], [1747, 5322], [1748, 5324], [1747, 5325], [1750, 5329], [1747, 5335], [1748, 5337], [1747, 5338], [1746, 5337], [1744, 5335], [1742, 5337], [1742, 5342], [1740, 5343], [1738, 5343]]
2780	[[6286, 5369], [6282, 5370], [6281, 5371], [6279, 5371], [6278, 5372], [6274, 5372], [6273, 5373], [6267, 5373], [6266, 5374], [6256, 5374], [6255, 5373], [6253, 5373], [6252, 5372], [6250, 5372], [6246, 5370], [6241, 5366], [6238, 5360], [6238, 5354], [6240, 5353], [6240, 5352], [6240, 5351], [6239, 5352], [6238, 5352], [6239, 5351], [6237, 5349], [6238, 5347], [6238, 5342], [6240, 5338], [6243, 5335], [6243, 5334], [6251, 5327], [6257, 5324], [6259, 5324], [6260, 5323], [6266, 5323], [6267, 5324], [6272, 5325], [6278, 5328], [6282, 5332], [6283, 5332], [6289, 5341], [6290, 5347], [6291, 5348], [6291, 5351], [6292, 5352], [6292, 5353], [6291, 5352], [6288, 5353], [6291, 5355], [6292, 5360], [6291, 5361], [6290, 5365], [6286, 5369]]
2781	[[2284, 5338], [2278, 5337], [2277, 5335], [2274, 5337], [2273, 5337], [2271, 5336], [2273, 5332], [2275, 5325], [2277, 5324], [2278, 5325], [2280, 5324], [2281, 5326], [2283, 5325], [2284, 5326], [2285, 5325], [2286, 5327], [2288, 5328], [2287, 5330], [2287, 5334], [2286, 5336], [2284, 5337], [2284, 5338]]
2782	[[6464, 5342], [6463, 5342], [6461, 5340], [6459, 5340], [6458, 5339], [6454, 5339], [6453, 5338], [6445, 5338], [6444, 5337], [6443, 5338], [6442, 5338], [6444, 5336], [6443, 5335], [6446, 5333], [6456, 5332], [6457, 5333], [6461, 5333], [6461, 5335], [6465, 5338], [6464, 5342]]
2783	[[6144, 5343], [6142, 5342], [6139, 5339], [6139, 5337], [6143, 5333], [6144, 5333], [6147, 5337], [6147, 5340], [6148, 5341], [6144, 5343]]
2784	[[743, 5346], [747, 5343], [753, 5342], [757, 5340], [758, 5338], [759, 5339], [760, 5337], [762, 5338], [763, 5337], [766, 5337], [767, 5339], [768, 5338], [771, 5341], [771, 5342], [768, 5340], [761, 5340], [757, 5343], [753, 5344], [752, 5345], [745, 5345], [744, 5346], [743, 5346]]
2785	[[6472, 5375], [6468, 5376], [6467, 5377], [6457, 5377], [6456, 5376], [6454, 5376], [6450, 5374], [6445, 5370], [6445, 5369], [6442, 5365], [6442, 5363], [6439, 5360], [6439, 5358], [6436, 5353], [6436, 5349], [6438, 5348], [6437, 5347], [6438, 5345], [6437, 5344], [6441, 5338], [6443, 5338], [6444, 5337], [6445, 5338], [6453, 5338], [6454, 5339], [6458, 5339], [6459, 5340], [6461, 5340], [6462, 5342], [6463, 5347], [6465, 5347], [6465, 5347], [6464, 5345], [6467, 5344], [6471, 5348], [6470, 5350], [6465, 5351], [6470, 5351], [6471, 5353], [6471, 5355], [6473, 5356], [6476, 5356], [6478, 5360], [6478, 5364], [6477, 5365], [6477, 5367], [6474, 5373], [6472, 5375]]
