Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
1	5504.161115069087	25.336070684062303	['Gnb4', 'Id2']	[0.009141221095649394, 0.002068623943757131]	['class_28', 'class_113', 'Zero']	[0.001182120488401298, 0.0035230742421996585, 0.9952875088075093]
2	7510.756572974953	34.66366689821016	['Nek7']	[0.0012402065407325297]	['class_28', 'class_113', 'Zero']	[0.005019799147519596, 0.010104835336713365, 0.9847233731063532]
3	5512.719071282461	39.37153592171414	['Id2']	[0.0012785216796629795]	['class_28', 'class_113', 'Zero']	[0.014246785521163883, 0.020050313400607693, 0.9644404305003473]
4	6582.1157751568	72.32624893386196	['Aldoc', 'Car4', 'Cdh13', 'Cpne2', 'Cryab', 'Cxcl14', 'Gad1', 'Gnb4', 'Plp1', 'Prss23', 'Sema3c', 'Sema5a', 'Serpine2', 'Slc6a1', 'Zbtb20']	[1.8992611559044652, 0.9649232264051661, 0.7765481629257023, 0.9954132047636318, 0.0981726825464572, 2.9881049448757517, 0.014343788528942364, 0.9999598273141758, 1.956748689390746, 0.9956343570877582, 0.9995630157060296, 0.003938146310783106, 2.9991132504994544, 1.1489234033959659, 0.9999810927441494]	['class_9', 'class_103']	[0.9878720713817699, 0.011964746547010194]
5	5513.032084082064	39.985206065935365	[]	[]	['class_28', 'class_113', 'Zero']	[0.008980442939210274, 0.014940435044611183, 0.9755805965926523]
6	5509.378969409723	51.436426676818876	[]	[]	['class_28', 'class_113', 'Zero']	[0.01687320252127029, 0.022246994884795687, 0.9591064814177803]
7	5495.70946183355	79.54135894989629	[]	[]	['class_28', 'class_113', 'Zero']	[0.0015284275990017093, 0.004306541577882505, 0.9941524277289301]
8	5747.2874009318975	69.55021080703727	['Aldoc', 'Car4', 'Cxcl14', 'Ntng1', 'Prss23', 'Rgs12', 'Rgs4', 'Serpine2', 'Serpini1', 'Tshz2']	[2.8985514934573895, 2.997782160844051, 3.0678686182334864, 0.8573759732551796, 0.9988582541119556, 0.9999413917793785, 0.9999864558048186, 0.9999869202989422, 0.0012669950989025978, 0.06387326351879928]	['class_9', 'class_103']	[0.9983709434535059, 0.0016236475139346806]
9	6418.520680980465	73.59293237982226	['Nrn1', 'Serpine2']	[0.0017217134112655836, 0.036838199385722484]	['class_113', 'Zero']	[0.0013743316854161107, 0.9982929181803379]
10	5513.388227353994	58.202246329028526	['Cox6a2', 'Enpp2', 'Pcp4', 'Pthlh', 'Serpine2', 'Sst']	[0.032586211679497754, 0.9996642972815962, 0.9996063275100923, 1.9996558883272253, 0.11076650502008548, 0.9997490714979648]	['class_9', 'class_28', 'class_85', 'class_103', 'class_113', 'Zero']	[0.001202325657795244, 0.021748541157386312, 0.034207284720357854, 0.0018983136224171842, 0.9378429398236211, 0.0021728251904772765]
11	5714.7780749913245	57.642497763459616	[]	[]	['class_28', 'class_113', 'Zero']	[0.0017889829411229796, 0.0048431525394857745, 0.9933501539702997]
12	6296.831197717908	89.35940234944498	['Cdh13', 'Cox6a2', 'Cpne2', 'Crh', 'Cryab', 'Enpp2', 'Gabrd', 'Grik1', 'Grin3a', 'Id2', 'Kctd12', 'Nrn1', 'Pcp4', 'Plp1', 'Plpp4', 'Rab3c', 'Rprm', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Zbtb20']	[0.9984815235277663, 0.9960822586365917, 0.9998097093066577, 0.9975506894304997, 2.9762622677169217, 1.3896557755311258, 0.9996818582823405, 0.9933117021120151, 0.9997957043355713, 0.9991948883248186, 0.9997333824767216, 0.9992413818202308, 1.0000183001745908, 0.9998304505545903, 1.9994574248671397, 0.026711279898474275, 0.9996051631601252, 0.9976439019151879, 1.000158389104492, 3.751780289044549, 1.9905642682837998, 1.0217015911495455]	['class_100']	[0.999998546927477]
13	6329.0369516073515	75.5828398774746	['Calb2', 'Cox6a2', 'Cryab', 'Nrn1', 'Plp1', 'Pthlh', 'Rgs10', 'Serpine2', 'Slc6a1', 'Tshz2']	[0.9993070040334053, 0.10937124760275564, 0.9993201713603393, 0.9687622967724736, 1.9994869903543628, 0.0011688428921913243, 0.6507776416732431, 0.999247770469745, 0.011806754582799643, 0.0018063170860360322]	['class_28', 'class_75', 'class_80', 'class_100', 'class_113']	[0.6316906830444871, 0.007693707543804334, 0.30098433160317994, 0.012222859326866814, 0.04529331050206879]
14	3682.3084837844353	108.7207116281539	['Rgs4', 'Serpini1', 'Slc6a1']	[0.08504067121608191, 0.036781546083921264, 0.1420642546493097]	['class_113', 'Zero']	[0.0010703993247193244, 0.9986431361001372]
15	5504.3984714761555	95.57091466750836	[]	[]	['class_113', 'Zero']	[0.0014565389204890774, 0.9981645768031258]
16	5453.599595488668	103.92251915584194	['Aldoc', 'Arc', 'Cdh9', 'Cryab', 'Enpp2', 'Pcp4', 'Plp1', 'Rgs4', 'Slc6a1', 'Sst']	[0.9489983751929644, 0.004050860218722945, 0.031007696311998716, 5.333968309921409, 1.5887095078377003, 0.7137168951150528, 5.557963482380217, 0.0067001994775844325, 0.40118524634550845, 0.5383280266151383]	['class_28', 'class_80']	[0.07509129990514637, 0.9245857852573591]
17	7410.908075403127	122.79863418179572	['Cox6a2', 'Cryab', 'Dkkl1', 'Enpp2', 'Gad1', 'Lypd1', 'Pde1a', 'Penk', 'Plp1', 'Slc6a1', 'Tnfaip6']	[0.9637716238728383, 9.195626218487508, 0.14815594575046265, 5.966931203322174, 0.15615306331977666, 0.9997454407589683, 0.9981690721228889, 0.24272607235897004, 10.802191503408068, 0.001440647075657956, 0.9999825650267994]	['class_28', 'class_80']	[0.6689406586453724, 0.3310593173651983]
18	6488.437057245575	118.8160998143083	['Pcp4', 'Pthlh', 'Tac2']	[0.017301730439943562, 0.6731635101777316, 0.04622514617575269]	['class_28', 'class_113', 'Zero']	[0.006842263706632417, 0.04358392756729303, 0.9494853167315161]
19	5477.945527251169	129.88018021701396	['Arc', 'Cpne7', 'Cryab', 'Enpp2', 'Npy2r', 'Pcp4', 'Plp1', 'Rgs4', 'Slc6a1']	[0.003192136226768839, 0.03382095397172032, 3.6006038862347465, 1.977199523015527, 0.9409261525224396, 0.9738211185261401, 3.920381509663033, 0.0021077215163111695, 0.10939811886633834]	['class_28', 'class_80']	[0.9858536011325293, 0.013733476508313705]
20	3857.4494823368314	134.0978363151611	['Cck', 'Cpne7', 'Ntng1', 'Rgs4', 'Serpini1', 'Tshz2']	[0.05036067154714549, 0.0012866294328924268, 0.010334093605666799, 0.03253922721130696, 0.09373411656358277, 0.17073355015880992]	['Zero']	[0.999015352293222]
21	3705.4397243071944	125.14426682626305	['Aldoc', 'Cox6a2', 'Pcp4', 'Pvalb', 'Rgs4', 'Tshz2']	[0.13565691829628687, 0.7151185738359884, 0.016031840035445503, 0.02283453767650328, 0.6980544672479078, 0.006017326613728862]	['Zero']	[0.9993849902969332]
22	3711.3015103194066	124.94691127425708	['Aldoc', 'Cox6a2', 'Pcp4', 'Pvalb', 'Rgs4', 'Tshz2']	[0.01155730384242273, 0.06953733542363005, 0.6743938070304124, 0.11016593516024595, 0.05543164340634197, 0.02955654578592373]	['class_28', 'class_113', 'Zero']	[0.005204082623579506, 0.013624665425489372, 0.9805462170965265]
23	3718.927178997616	123.83788541979794	['Cox6a2', 'Pcp4', 'Pvalb', 'Rgs4', 'Serpine2', 'Tshz2']	[0.7281671559388886, 0.011885481213185415, 0.018910256847443862, 0.00449139051199718, 0.001725357452695003, 0.005323749479635838]	['class_28', 'class_113', 'Zero']	[0.0025679437328946144, 0.0027979859522857605, 0.9943326952162687]
24	3670.800645770026	144.03868724120983	['Cdh13', 'Cxcl14', 'Rgs4', 'Serpini1', 'Slc6a1']	[0.011079873067073413, 0.008831271702547239, 0.0028357087221921318, 0.00308431194545405, 0.13298641888511617]	['class_113', 'Zero']	[0.0012686020972888206, 0.9983854636334957]
25	1844.876805050041	160.0228288692655	['Cox6a2', 'Gabrd', 'Kctd12', 'Ntng1', 'Pcp4', 'Pthlh', 'Rab3c', 'Rgs4', 'Tshz2']	[0.7694896232569567, 0.11596362279367145, 0.03284163910913779, 0.21908251174497778, 0.7154576973220914, 0.002159115609177477, 0.2128225889372533, 0.5304914079089432, 0.0025559130724045758]	['Zero']	[0.9998098011365021]
26	3661.8616757119935	141.12983226266573	['Cdh13', 'Cxcl14', 'Slc6a1']	[0.0024858848842601276, 0.4525011820616317, 0.010872726476132038]	['class_28', 'class_113', 'Zero']	[0.014554537330692464, 0.03588736885570249, 0.9463607954189436]
27	5488.512428630125	150.8330957730868	['Cpne7', 'Cryab', 'Cxcl14', 'Pcp4', 'Slc6a1']	[0.03726253041267875, 0.013438707869825057, 0.7417041631417175, 0.7335288102909406, 0.002223062017377038]	['class_9', 'class_28', 'class_103', 'class_113', 'Zero']	[0.0013701053958759188, 0.009197663450645472, 0.002318819092673289, 0.04711378854831712, 0.9385932725615663]
28	5491.14949296635	162.6798596672928	['Cxcl14', 'Pcp4']	[0.004561833635560822, 0.0012584539574616747]	['class_28', 'class_113', 'Zero']	[0.0031370338174771086, 0.007324571085613086, 0.9894800706117262]
29	6179.747366972935	169.0066781673774	['Arc', 'Cryab', 'Enpp2', 'Kctd12', 'Parm1', 'Pcp4', 'Plp1', 'Qpct', 'Snca', 'Tnfaip6']	[0.9809248674917378, 1.519838961343001, 3.1951003148138875, 0.5855468825013395, 0.01622883960625184, 0.10976583504485414, 3.9553829540468293, 0.47373738267891996, 0.040694106451959845, 0.060156275180340814]	['class_28', 'class_80']	[0.9944523440310507, 0.005485798059006558]
30	6589.1350693700115	195.9184296566291	['Calb2', 'Cck', 'Cryab', 'Dkkl1', 'Enpp2', 'Gad1', 'Kcnk2', 'Nrn1', 'Pcp4', 'Plp1', 'Prkca', 'Satb1', 'Sema5a', 'Serpine2', 'Slc6a1', 'Sncg', 'Tnfaip6', 'Tpbg']	[0.9999441768259201, 0.9995654212365496, 15.654896520332942, 0.9193647475040135, 12.283065965507598, 0.09769260957784635, 1.9994232742229485, 0.29817210628162516, 0.9997997317739508, 13.33432447584057, 1.7790998332143382, 0.9997722395141245, 0.9998489383291997, 0.9932260946008454, 0.9999750916798756, 0.10355312395140422, 1.3082319768964208, 0.9441394705418094]	['class_80']	[0.9999993354598995]
31	6161.632110180933	177.83047975937282	['Arc', 'Cck', 'Cox6a2', 'Cpne2', 'Cryab', 'Enpp2', 'Kctd12', 'Nrn1', 'Ntng1', 'Parm1', 'Pcp4', 'Plp1', 'Pnoc', 'Rgs4', 'Serpine2', 'Slc6a1', 'Snca', 'Tnfaip6']	[0.553104756956998, 1.2659952895012219, 1.847222976287778, 0.997172004766823, 5.050178640612288, 4.818882909659429, 0.41413620609928137, 0.0016238545356965948, 1.0311262326441786, 0.9816190270887234, 2.871153702355198, 2.262681873333249, 0.9710853562236897, 1.0875213073253291, 0.9991355160385751, 0.9934585241008201, 0.39445144761115497, 0.9946868153897137]	['class_71']	[0.9999861069968712]
32	5489.312243952745	183.91296418958478	['Cxcl14', 'Grik1', 'Pcp4']	[0.0031061909749877576, 0.003312961501745934, 0.4082793896099628]	['class_28', 'class_113', 'Zero']	[0.002605920926746317, 0.007459229422978129, 0.9898823337595017]
33	5897.517531351792	197.5810120856763	['Arc', 'Cadps2', 'Cck', 'Cpne2', 'Cpne7', 'Cryab', 'Enpp2', 'Gabrd', 'Gad1', 'Gnb4', 'Grik1', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Rgs4', 'Tshz2', 'Wfs1']	[0.9999794048140741, 0.9988766883674813, 1.9689028187351618, 0.245155600672929, 3.1091413062191418, 13.014077036569821, 6.830284730770893, 1.9853726868541233, 0.9573039280280571, 0.9719818933156844, 0.9880240683280951, 0.1499550377099338, 0.004959378923608659, 4.496168836089153, 2.0078898866457857, 11.890405736190148, 0.0013192127788467043, 1.179915462510388, 0.10911700035540801, 0.021179648824669193]	['class_71']	[0.9999999999517537]
34	2027.6887077974445	190.5499477903971	['Plp1', 'Serpine2']	[0.6859826029944186, 0.6753522489041142]	['class_28', 'class_113', 'Zero']	[0.004673897217359826, 0.02750489784304698, 0.9678138272474073]
35	6190.124990280891	191.62088977317444	['Cryab', 'Enpp2', 'Mia', 'Ntng1', 'Pcp4', 'Plp1', 'Serpine2', 'Tnfaip6']	[2.0104191323913954, 0.6670897068106416, 0.028741805016034287, 0.11499284887344388, 0.00593018187268811, 3.802983154689565, 0.0836237408881281, 1.935189039030723]	['class_28', 'class_80']	[0.9976065355335226, 0.0023092239263516]
36	6773.761350201561	197.5290592334787	['Cadps2', 'Calb1', 'Cdh13', 'Cryab', 'Cxcl14', 'Enpp2', 'Gad1', 'Gnb4', 'Grik1', 'Kcnip1', 'Ntng1', 'Pcp4', 'Pde1a', 'Plp1', 'Plpp4', 'Pthlh', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Snca', 'Tshz2']	[0.732309120316407, 0.9998262745400872, 1.995072010286122, 0.005518414378798027, 2.705044827872181, 0.9724206129555732, 0.998675822712903, 0.9999267219341536, 0.999905925317741, 0.010427885344417838, 0.0020643687548222746, 1.999476378931762, 0.26478924631397904, 0.9993135239192613, 0.016031570258278525, 0.999862448389663, 1.9158394195041644, 0.23943852054332893, 4.016661509566029, 3.926209238636419, 0.7700230374511012, 0.6275502219077675]	['class_100']	[0.9994922934455691]
37	5484.267805693214	187.24250671927854	['Aldoc', 'Cxcl14', 'Grik1', 'Pcp4']	[0.0038455004082449708, 0.009226708383558681, 0.005469037477400161, 0.034938499909224915]	['class_113', 'Zero']	[0.001954630566362755, 0.997505270727617]
38	1848.938623352212	192.43314349665027	['Nek7', 'Pcp4']	[0.33034109148520496, 0.015044435067639165]	['Zero']	[0.9987812457427028]
39	6438.3870367967675	219.01948517118373	['Arc', 'Cck', 'Cdh9', 'Cox6a2', 'Cryab', 'Enpp2', 'Lypd1', 'Pcp4', 'Plp1', 'Prkca', 'Pthlh', 'Rab3c', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tac2', 'Tnfaip6', 'Tshz2']	[1.9847398346104697, 0.9998660233653416, 0.9878234042959356, 0.9987539524928335, 12.929084680676652, 5.714498347094344, 0.0018553654448746717, 1.0003306339292852, 14.97020818000017, 1.999913576586339, 0.8337366219331561, 0.011639084757669583, 0.01663167480457036, 0.003605209554809396, 0.9912932438522208, 0.31251764736707, 0.43001051829140885, 2.874875884407162, 0.04772863647624126]	['class_80']	[0.9993098973102174]
40	6174.609842088814	209.37502489035123	['Arc', 'Cadps2', 'Cck', 'Cox6a2', 'Cpne2', 'Cpne7', 'Cryab', 'Enpp2', 'Fezf2', 'Gabrd', 'Id2', 'Kctd12', 'Nek7', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Rgs4', 'Serpine2', 'Snca', 'Tnfaip6', 'Tshz2']	[0.4645390460644986, 0.036340675686513176, 0.002184818501361881, 1.0000810724437426, 0.0034272645838445237, 1.3029334735350067, 7.257057209177886, 0.23459577614893584, 0.9998285288583209, 2.9003424590643037, 0.041241315544260186, 0.05754377409544598, 0.9988381497491434, 0.9178845810478244, 1.9938230183433865, 6.261338146168533, 1.1508260512380397, 3.0537195626527076, 0.005204878288587229, 2.9821526311171516, 1.010575714040862, 0.9991893091122301, 0.009819835939713407, 0.0011971934339172492]	['class_71']	[0.9999999590516574]
41	5476.340600291661	234.0079643937824	['Plp1']	[0.02754393176044984]	['class_28', 'class_113', 'Zero']	[0.016560035092095055, 0.022371411914402624, 0.9595885112700305]
42	5481.825805308435	235.56795178798873	['Aldoc', 'Plp1']	[0.004683826456000167, 0.019444533883423216]	['class_28', 'class_113', 'Zero']	[0.006542328294711147, 0.01222815731627524, 0.9809897208973432]
43	5484.21872061157	242.1156191150283	['Aldoc', 'Enpp2', 'Plp1']	[0.0076529296190872495, 0.00842666623008399, 0.008088777081086086]	['class_28', 'class_113', 'Zero']	[0.007393479172706889, 0.013099863819728528, 0.9791876862627338]
44	879.0826990559457	244.3292744783992	['Cck', 'Fezf2', 'Pvalb', 'Rab3c', 'Rgs10', 'Serpine2', 'Wfs1']	[0.01047025795291417, 0.4719175661870934, 0.18663745834789064, 0.005034105671357058, 0.00950152017664543, 0.04530985101360707, 0.003279808342294397]	['class_28', 'class_113', 'Zero']	[0.0029645270218699575, 0.004631655775156932, 0.9905379567327357]
45	885.4166424254865	253.99239991271375	['Cck', 'Enpp2', 'Fezf2', 'Pvalb', 'Rgs10', 'Rgs4', 'Serpine2']	[0.7874593954303497, 0.0030554662956804777, 0.016466669122546598, 0.019416595097793508, 0.6880205526362106, 0.051517596513134686, 0.009267061896081336]	['Zero']	[0.9997682884170767]
46	5479.4265780125415	249.00604931314183	['Aldoc', 'Enpp2', 'Serpine2']	[0.004594558532550716, 0.024334522588312823, 0.0013237134714655925]	['class_28', 'class_113', 'Zero']	[0.006887458637945037, 0.012268014718377426, 0.9805735344581045]
47	5480.656160475449	251.44112299661455	['Enpp2', 'Serpine2']	[0.016932323000500394, 0.004162037198528768]	['class_28', 'class_113', 'Zero']	[0.0018631114165269613, 0.0049334298662780645, 0.993185186783749]
48	5694.108839171566	283.57964746134235	['Arc', 'Cox6a2', 'Cpne2', 'Cryab', 'Dkkl1', 'Enpp2', 'Pcp4', 'Plp1', 'Pthlh', 'Slc6a1', 'Tshz2']	[0.9498544836978129, 0.9904912697799853, 1.021953664518483, 11.414225584421821, 0.9996091472525551, 8.917302162534646, 2.7229584007502945, 13.244128588858576, 0.9993114026374046, 2.723860900956534, 0.19443361923569463]	['class_28', 'class_80']	[0.002258176629104249, 0.9977403994123605]
49	1202.9406179509156	289.8942091229305	['Aldoc', 'Cort', 'Cpne7', 'Cxcl14', 'Gnb4', 'Hsd11b1', 'Id2', 'Lhx6', 'Mia', 'Neurod6', 'Nrn1', 'Pcp4', 'Plp1', 'Pthlh', 'Rgs10', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Zbtb20']	[1.0001077328690304, 1.2533004398217948, 0.004924404788638948, 2.9690004363050537, 0.9989609264041653, 3.063021156757919, 2.6475687723894237, 0.9164737191220225, 0.9992139384654802, 0.9997899223226994, 0.1312188748059366, 0.9999917448873907, 0.9996466889171085, 1.9998987914099697, 0.9999436902499069, 1.6362213896585518, 0.33671148361663633, 6.007158279200189, 4.878093941127643, 2.112171792423591]	['class_103']	[0.9999999134832761]
50	5504.714647259888	261.41029265706544	['Aldoc', 'Kctd12', 'Serpine2']	[0.007786591313249287, 0.0022063998268021757, 0.0018044560332325784]	['class_28', 'class_113', 'Zero']	[0.01870790126865976, 0.02381883701731273, 0.955234248717849]
51	5504.816121522592	262.7012512839315	['Aldoc', 'Kctd12']	[0.007879203113543598, 0.001977386386088551]	['class_28', 'class_113', 'Zero']	[0.012829422416204637, 0.01882699486482122, 0.9672965118794203]
52	5948.054096797132	282.5388643457422	['Calb2', 'Car4', 'Cck', 'Cox6a2', 'Cpne7', 'Gabrd', 'Gnb4', 'Grin3a', 'Ndnf', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Prkca', 'Pthlh', 'Rab3c', 'Rgs4', 'Serpine2', 'Thsd7a', 'Tshz2', 'Zbtb20']	[0.9959283265539712, 0.9999829922545681, 2.0893708232693036, 0.9851941861124843, 1.1394559361615837, 1.1717612602651741, 0.998900677510765, 0.0025132179153567052, 0.9538397833177104, 0.005875198667747863, 0.024493307380162897, 3.050333627574924, 5.514456744695787, 0.9818975103089167, 0.01721811962075268, 0.01635047567232894, 2.4714150139542865, 0.4438166564332049, 0.06694333150425325, 0.44375480118469135, 2.93669126770456]	['class_75']	[0.9999377739329908]
53	5504.606764232506	263.31501741468713	['Aldoc']	[0.0038469652811661537]	['class_28', 'class_113', 'Zero']	[0.0071996160432306186, 0.01291855636864163, 0.9795600321265497]
54	7421.10954333192	287.95346316478145	['Aldoc', 'Amigo2', 'Cadps2', 'Cryab', 'Enpp2', 'Lypd1', 'Nrn1', 'Pcp4', 'Penk', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Zbtb20']	[1.151052039205326, 0.01710497138542839, 0.9999088790831709, 2.896493210000229, 0.6521586594890274, 0.9955566559570597, 1.0232267941879443, 2.999225416887444, 0.4550412665749837, 1.0511487177484975, 1.0000306074124858, 0.021220059475956357, 2.6875221198906645, 2.732901834848873, 0.9999927035568563]	['class_9', 'class_80', 'class_100', 'class_103']	[0.0021174493004134103, 0.0022054524490816097, 0.0030028888904813492, 0.9926619487440651]
55	5502.524280974515	272.5182260573579	[]	[]	['class_28', 'class_113', 'Zero']	[0.01376413772299844, 0.019616299806327172, 0.9654415833356422]
56	6899.256107986507	293.76305940610075	['Cryab', 'Kctd12', 'Rgs4', 'Serpine2', 'Tac2', 'Zbtb20']	[0.059066865741759504, 0.0022266218669024307, 0.03145486949499173, 0.002813207523602544, 0.13367436040936145, 0.017721177173982167]	['class_113', 'Zero']	[0.00127186621337294, 0.9984310536028312]
57	5464.3435627985955	278.00793557382315	[]	[]	['class_28', 'class_113', 'Zero']	[0.007406248131630742, 0.01315852789026384, 0.9790977620210847]
58	5487.262850498974	283.9876802811578	['Serpine2']	[0.023459014049768055]	['class_28', 'class_113', 'Zero']	[0.017215449732605026, 0.02330197660721528, 0.9575822089979982]
59	5487.340600291269	284.007964393939	['Serpine2']	[0.8653290948063436]	['class_9', 'class_28', 'class_49', 'class_75', 'class_80', 'class_85', 'class_103', 'class_113', 'Zero']	[0.0032711945038367265, 0.026075033659945696, 0.0011459777229384522, 0.001000682684196497, 0.002341389881829127, 0.0011322016874911124, 0.005891487841764405, 0.09927453373746793, 0.859063807579473]
60	5487.34060029127	284.007964393939	['Serpine2']	[0.014767931757707216]	['class_28', 'class_113', 'Zero']	[0.007118152103699774, 0.013084297326674462, 0.9794805636038818]
61	5437.340824530799	303.0079299315125	[]	[]	['class_28', 'class_113', 'Zero']	[0.011726647321546692, 0.017736825489674077, 0.9696829769886351]
62	5494.34060029127	305.1475865570887	['Pcp4', 'Rgs4']	[0.551796527205861, 0.041412568576610506]	['class_28', 'class_113', 'Zero']	[0.0019413974272917004, 0.0061747021698688375, 0.9918492278134357]
63	5494.340600291269	306.86167601640204	['Pcp4', 'Rgs4']	[0.05545141462283804, 0.7026595926420992]	['class_9', 'class_28', 'class_75', 'class_103', 'class_113', 'Zero']	[0.002171906849157147, 0.008856097113211945, 0.0012130740963822273, 0.0012469568160953536, 0.009250992719648769, 0.9757862025333612]
64	5487.014471474033	315.0544033195893	['Enpp2', 'Pcp4', 'Plp1', 'Rgs4']	[0.009399283742809685, 0.049012994729194535, 0.0020886203724874456, 0.0262696232537892]	['class_28', 'class_113', 'Zero']	[0.010230286537856681, 0.01617795574335062, 0.9728908202224127]
65	5479.848786942883	323.6847223128118	['Enpp2', 'Pcp4', 'Plp1']	[0.02795999180572207, 0.09453149451654189, 0.005292658952649515]	['class_28', 'class_113', 'Zero']	[0.018922356288199833, 0.0243562293693178, 0.9545587077560909]
66	2095.728135925018	354.3520571251276	['Arc', 'Cdh13', 'Cryab', 'Enpp2', 'Gabrg1', 'Gad1', 'Plp1', 'Pthlh', 'Rasgrf2', 'Serpine2', 'Tnfaip6', 'Tshz2', 'Zbtb20']	[0.8266946026419042, 0.9857747372836003, 8.038326819351774, 5.018538170102511, 0.003152285417909594, 0.923017728026064, 7.7586124036546655, 0.9751610217229925, 0.015959573427783248, 0.9956214036173773, 0.4178582115207046, 0.032976960784084026, 0.9475614230335591]	['class_28', 'class_80']	[0.784298261825897, 0.21570160986975925]
67	5480.5480653157765	323.8187606158902	['Enpp2', 'Pcp4', 'Plp1']	[0.02266452129060883, 0.11510945787075895, 0.0026157713372584194]	['class_28', 'class_113', 'Zero']	[0.002511555154394821, 0.006346389432937601, 0.9911067274397155]
68	5508.692975158545	340.873903925924	[]	[]	['class_28', 'class_113', 'Zero']	[0.016873347428747132, 0.022247038883282604, 0.9591062508068301]
69	6525.572979000081	354.91477418053745	['Aldoc', 'Amigo2', 'Cck', 'Cryab', 'Cxcl14', 'Gabrd', 'Id2', 'Npy2r', 'Nrn1', 'Pcp4', 'Plp1', 'Pvalb', 'Rab3c', 'Serpine2', 'Slc6a1', 'Tac2', 'Zbtb20']	[1.9905392512265485, 0.9900270633256101, 0.999900957673638, 0.9997744849419206, 4.553792230668639, 0.7711143930134889, 1.8987540028237302, 0.0052157851606305355, 0.9633029662397847, 1.1367098921634027, 0.12640670844616725, 0.007432824479569122, 0.12002286600402362, 1.2409720290145145, 3.3329143068311127, 0.9664547583659376, 0.9999852748430382]	['class_103']	[0.9999989245482233]
70	5508.456336811169	341.4328899656267	[]	[]	['class_28', 'class_113', 'Zero']	[0.00386766008915476, 0.008443223832605613, 0.9875997997211957]
71	5503.368137946465	366.9880154444795	[]	[]	['class_28', 'class_113', 'Zero']	[0.0020058702672114646, 0.005269215472746298, 0.9927023536890723]
72	5925.901006246302	382.10659571375413	['Arc', 'Cadps2', 'Chrna6', 'Cort', 'Cox6a2', 'Cplx2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Hsd11b1', 'Npy2r', 'Pcp4', 'Plp1', 'Prkca', 'Pthlh', 'Slc6a1', 'Tnfaip6', 'Tpbg', 'Zbtb20']	[0.02019267315113754, 1.999122918807195, 0.9943922190584196, 0.9924606985338392, 0.9504443709223203, 0.9881154637702845, 12.18911197904567, 0.7556976812314813, 10.997039108644, 0.9999186314851299, 1.19102676481079, 0.996363482854753, 0.9700136090090344, 14.310588837402383, 0.4044107467583126, 0.9893627390638908, 3.902118893497007, 0.9997682671797398, 0.08539473344918408, 0.9994496724701213]	['class_80']	[0.9999999996344591]
73	5503.024031396479	368.17115347876876	['Pcp4']	[0.010111393084438597]	['class_28', 'class_113', 'Zero']	[0.001683569570571186, 0.004646958059874527, 0.9936538652402115]
74	725.3764841388116	388.3254780525759	['Aldoc', 'Cort', 'Cxcl14', 'Kit', 'Pcp4', 'Rgs4', 'Serpine2', 'Serpini1', 'Slc6a1']	[0.021074988655756154, 0.501912478816396, 0.030255576882956558, 0.43737621010008304, 0.00762690293609344, 0.7196165247125931, 0.5947238014651475, 0.015613577506321216, 0.0016503423122505056]	['Zero']	[0.9997671395797457]
75	5484.369530857774	383.9628739632632	['Gabrd', 'Pcp4', 'Rgs4', 'Serpine2']	[0.009021288326103504, 0.5874213546340029, 0.021935265413957038, 0.0015758646394710817]	['class_28', 'class_113', 'Zero']	[0.0010514044442875563, 0.0038773598828901646, 0.9950633148621764]
76	6932.043722656917	404.46136500152454	['Arc', 'Cadps2', 'Cdh9', 'Cort', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrg1', 'Hsd11b1', 'Id2', 'Lamp5', 'Lgals1', 'Npy2r', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tnfaip6', 'Zbtb20']	[1.9987500073083313, 1.9991192716629897, 1.5867196451246537, 0.9998420591345737, 12.537839343649965, 0.2705449522829841, 5.885331891750048, 0.9987028972717736, 0.99906791120147, 0.013214060155311076, 0.9996787933584694, 0.0031472661978052224, 0.08622795287970832, 9.633940450433101, 0.32013912562290153, 0.9951156189765079, 3.823541602075276, 0.001456462613010572, 1.999810971100854, 0.0016972015140967523]	['class_80']	[0.9999999932300303]
77	5487.67674683583	409.5886450097681	['Nrn1', 'Pcp4', 'Serpine2']	[0.040799653735815705, 0.0012390090276837606, 0.004731164797475587]	['class_28', 'class_113', 'Zero']	[0.0012210992945133725, 0.0036555740676590246, 0.9951151255488956]
