Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
180	3158.2838983050847	419.4275808936826	['Aldoc', 'Arc', 'Bcl11b', 'Cck', 'Chrm2', 'Col25a1', 'Cpne2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrg1', 'Grik1', 'Hsd11b1', 'Id2', 'Lamp5', 'Npy2r', 'Ntng1', 'Pcp4', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tac1', 'Tshz2', 'Zbtb20']	[1.500841730766843, 1.9893485232070514, 0.9383969474017393, 0.9037147942869485, 1.9908662715492507, 0.9328658989414563, 0.11417318545826072, 14.034273836569744, 0.567968087149203, 9.956615302937028, 0.0018581638762558141, 1.9761459089476259, 0.007145761250423078, 2.111035720417836, 0.9603325523122158, 0.969073491504188, 0.18432910339436928, 2.0479517721771026, 21.27172871490916, 2.8432960548379644, 0.17134543597774632, 6.177484875457637, 0.019914048009843737, 0.9423271322221222, 0.02557337716092705, 0.9833858398861687]	['class_80']	[0.9999982095092428]
181	6815.991457047935	419.87327954437586	['Aldoc', 'Arc', 'Cryab', 'Cxcl14', 'Enpp2', 'Grin3a', 'Id2', 'Pcp4', 'Plp1', 'Serpine2', 'Slc6a1']	[0.0020077126834427664, 0.8169402456537581, 4.70426091480928, 0.9869406817901749, 1.984895899906253, 0.02369400798257547, 0.7646149044097231, 1.411871778510241, 10.26573671882093, 1.0097068010202586, 0.03315464455135985]	['class_9', 'class_28', 'class_80', 'class_92']	[0.004085110048693263, 0.04450339444944363, 0.001921606081425274, 0.9494848037580997]
182	4520.875409836066	429.8366616989568	['Aldoc', 'Car4', 'Cck', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gda', 'Gpr88', 'Id2', 'Kctd12', 'Neurod6', 'Nptx2', 'Npy2r', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pvalb', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Sncg', 'Tshz2', 'Wfs1']	[0.4725427859956392, 1.9727157408323208, 1.8880336898007308, 0.1004297054119295, 2.003252228222011, 6.979994436849441, 4.368462923899854, 0.9738745993657381, 0.6254915562046337, 5.987918999178626, 0.929096675921622, 0.9712540934355716, 0.9789546684426268, 0.982656887278141, 0.9327025696179526, 1.9607554397442029, 0.9152351756259469, 7.661722809087157, 13.975068607922127, 10.903039719452256, 4.151163015572653, 1.9769570402023893, 9.039797869979, 9.93081437562732, 2.0786277347410125, 0.182556184616921, 0.9284756415124106, 2.9246282918476325, 1.9755993271878682]	['class_94']	[0.9997052108529932]
183	1703.6480898876405	425.5905617977528	['Aldoc', 'Cadps2', 'Chrna6', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gabrg1', 'Gad1', 'Gpr88', 'Hsd11b1', 'Id2', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Rgs4', 'Rprm', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Vip', 'Wfs1']	[0.6159945582193701, 3.8378299150064166, 0.37449462851993903, 3.5192084690663012, 0.9628792633436644, 1.2998302762329124, 14.009217167289027, 0.7569888134058417, 6.928656454617744, 5.464837940977447, 0.06988232497904008, 0.0038851758543541515, 0.024660540289746197, 0.10928283246197591, 1.8507334724859887, 0.35782411705320305, 3.081809518332443, 4.854782339630389, 10.470736837514272, 13.29684049743271, 0.9880894457691024, 9.297684484405313, 0.9607824237198656, 5.259742013306943, 4.813018259190614, 0.5419472222093197, 1.1931963325387849, 0.04435162844117538, 0.009117735793345313]	['class_99']	[0.9999999996650488]
184	4465.87191011236	427.3340823970037	['Aldoc', 'Cadps2', 'Car4', 'Cck', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Fos', 'Gabrd', 'Id2', 'Neurod6', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Pvalb', 'Rgs4', 'Sema5a', 'Serpine2', 'Serpini1', 'Slc6a1', 'Tac2', 'Thsd7a', 'Trp53i11', 'Tshz2', 'Wfs1', 'Zbtb20']	[2.131958050269786, 0.8642288001894465, 1.5399111791797035, 0.16426932619165563, 0.898439448624838, 0.7769805331961086, 0.9780657118758983, 4.43808331117837, 0.1271688526500949, 0.008610422201001156, 1.8832351749972496, 0.01654287722401621, 0.004777705093033116, 0.022306871392313746, 2.8963469012633665, 4.465121262932338, 5.446722510400828, 1.7937703591371246, 0.0036179222211263403, 0.7615765757341677, 7.035923869175079, 1.7038329646710704, 2.099490038171801, 0.011820576046413027, 0.04857645737653227, 0.1548769780300817, 0.8141448808814077, 0.03996303344524137, 6.43571753122941, 0.0026751415888645394, 0.027665040531458372]	['class_72', 'class_75']	[0.004684279836029963, 0.994900506202837]
185	1755.173752310536	435.0757855822551	['Aldoc', 'Cadps2', 'Cck', 'Cox6a2', 'Cplx2', 'Cryab', 'Cxcl14', 'Gabrd', 'Hsd11b1', 'Id2', 'Nptx2', 'Pcp4', 'Plp1', 'Rgs10', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Yjefn3', 'Zbtb20']	[0.44833331886226746, 0.0011239705113927853, 0.8974997451575188, 0.2158486591494673, 0.016344578318078225, 1.5556560598608993, 4.858493118219567, 0.20866144406346662, 1.250680437221527, 2.056084305382033, 0.03560536457952668, 4.532039667580838, 0.014173721636657375, 0.9754503283571225, 2.101669386055948, 0.002293322254828064, 4.45710002599399, 1.308804088184159, 0.9369957581276119, 0.3290453386126863, 0.013166697923787933]	['class_49']	[0.9995356794756892]
186	6190.958799820869	446.1448723690103	['Aldoc', 'Arc', 'Cck', 'Cdh13', 'Cnr1', 'Col25a1', 'Cox6a2', 'Cpne2', 'Cpne7', 'Cryab', 'Cxcl14', 'Fos', 'Gabrd', 'Hsd11b1', 'Kctd12', 'Lgals1', 'Nek7', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pvalb', 'Rgs4', 'Rprm', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tac2', 'Tshz2', 'Wfs1']	[0.0361554858492359, 0.9031550094628792, 6.49326103693783, 1.8348124197974252, 0.8330585541506208, 8.165503379139533, 1.0227478730442352, 1.7701895213091827, 1.9963591211815759, 1.4696775597331917, 1.1251270875055477, 0.006560929961643793, 0.985438300162619, 0.5930123395439134, 0.026738211994308703, 0.019940348059519507, 0.009144513568180083, 7.402006273412409, 6.853071584210255, 14.725252298819314, 2.397379146028245, 0.9897134845386497, 21.489044342979277, 0.7215608443767928, 3.39323085157513, 4.020568936326847, 0.8777977920206324, 0.020160392282219275, 0.9951755635595831, 0.9892198140646368]	['class_72', 'class_94']	[0.9978766493135821, 0.0013401332883146743]
187	4613.785340314136	435.4109947643979	['Aldoc', 'Chrm2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Id2', 'Neurod6', 'Nrn1', 'Pcp4', 'Plp1', 'Rgs10', 'Rgs4', 'Serpine2', 'Slc6a1']	[0.35649868748780006, 0.9381978300422102, 0.9372644280552591, 1.4328623033619676, 1.745198534580477, 0.7852555995236238, 0.9871750494894544, 0.9773136124757476, 0.1203048449763248, 2.989947647483845, 4.202350030257598, 1.0876170221265167, 1.6161659991222765, 4.233222166296714, 0.09645073070933373]	['class_9']	[0.9986877016587159]
188	5748.388432364096	440.79329962073325	['Car4', 'Cck', 'Cdh13', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Gabrd', 'Gabrg1', 'Id2', 'Nos1', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Serpini1', 'Slc6a1', 'Snca', 'Thsd7a', 'Tshz2']	[1.9808859245307673, 0.37888840601157514, 0.9071125368588214, 1.0905810038479138, 6.60416581798908, 0.9927427777790627, 0.006081583192758784, 0.9962898622249851, 0.6886795030259637, 0.9727871416620922, 0.7629252785079805, 0.9883696488400533, 3.893498337328255, 5.979533835821906, 14.957113120961393, 0.8261875119889001, 4.957374556445111, 0.37774676736752005, 0.01117495862193717, 0.8115371272314725, 0.06809714358070298, 0.8909215274138355, 0.7038698358605825, 1.5615954523043116]	['class_72', 'class_75']	[0.006320851962322474, 0.9936702516911368]
189	5032.813806514341	434.9805542051531	['Aldoc', 'Arc', 'Calb2', 'Chrm2', 'Cox6a2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Id2', 'Nrn1', 'Pcp4', 'Plp1', 'Prkca', 'Qpct', 'Rgs10', 'Rgs4', 'Serpine2', 'Slc6a1', 'Tac2', 'Tnfaip6', 'Tshz2', 'Zbtb20']	[0.9096227513362076, 2.9492533433554073, 0.009025491312334514, 0.8896318487480588, 0.08829599990197369, 10.791733119633895, 0.0044697289422450355, 7.213799135175481, 0.03433790452218062, 0.01876177877469762, 0.15497077260687755, 0.0073157316488613655, 13.886711862737467, 0.008439902485434083, 0.894224963332848, 0.0013157039973927156, 0.049303336912794475, 1.0432137608742078, 2.4593451549308507, 0.958355669914912, 2.1677910381054666, 0.0771803370021344, 0.010466860126351842]	['class_28', 'class_80']	[0.8457229374616332, 0.15427705226540506]
190	6580.416910276591	449.3591185068586	['Aldoc', 'Cadps2', 'Calb1', 'Calb2', 'Car4', 'Cck', 'Cdh13', 'Chrm2', 'Col25a1', 'Cox6a2', 'Cpne2', 'Cpne7', 'Cryab', 'Crym', 'Cxcl14', 'Fos', 'Gabrd', 'Gabrg1', 'Kcnip1', 'Neurod6', 'Nos1', 'Nptx2', 'Npy2r', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pvalb', 'Qrfpr', 'Reln', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tac2', 'Tafa1', 'Tshz2', 'Vip']	[0.43384640945793485, 0.9863497726852235, 1.8024983859330606, 0.7369938352921732, 0.990447143326009, 4.981729871102326, 0.9476728385293177, 0.9705779911743235, 1.989125765268271, 4.989997790520733, 1.9765367443668187, 7.98982370718529, 0.010669146152614611, 0.8629010498725124, 0.06590406466715389, 0.9270141407275133, 2.379307233795, 0.8966600079524519, 0.04889614122170551, 0.9720442674028864, 0.8630439104700087, 0.9935305409501125, 1.8566600686712544, 8.97450839353532, 15.536041185971216, 12.6193210962283, 0.012667418494621227, 0.34348925667020036, 2.968870669004246, 0.7569020073907587, 16.379933201584034, 5.478686758421838, 1.5892115806606883, 0.04100303588111732, 0.9759333568859541, 1.915293587628526, 6.204623543529709, 0.841203448487363]	['class_72']	[0.9999999133923809]
191	7254.63290513834	441.5335968379447	['Aldoc', 'Cadps2', 'Cdh9', 'Cplx2', 'Cpne2', 'Crispld2', 'Cryab', 'Cxcl14', 'Enpp2', 'Hapln1', 'Lypd1', 'Ndnf', 'Nek7', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Rgs10', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Zbtb20']	[0.03632006430986546, 0.03017835259083412, 0.875076049024377, 0.00344336382096792, 0.9916307976568763, 0.005821524925490301, 1.009849546533843, 0.092116879457619, 1.8525172351470764, 0.9300948593036769, 0.9751582298100183, 0.0010143541625936426, 0.5792952253931974, 0.06694140675202656, 0.9786541197633641, 0.992909835242335, 0.9836301008850848, 0.9839155293719628, 0.0053500738869316665, 0.9938106441513789, 3.0407456526549956, 0.9957472498502719, 0.9880319155775569, 2.033735416022093]	['class_33', 'class_100']	[0.010155928936715283, 0.9895108818742601]
192	4724.602316602317	438.8088803088803	['Aldoc', 'Cadps2', 'Cck', 'Col25a1', 'Cox6a2', 'Cpne2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Id2', 'Ndnf', 'Neurod6', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pvalb', 'Rgs4', 'Serpine2', 'Serpini1', 'Slc6a1', 'Zbtb20']	[1.2815850802747217, 0.0017811036796038524, 1.6928511950036058, 1.1353658636319433, 0.9067406207333375, 0.08282473588263103, 3.614195303093333, 0.9968651194480495, 2.38849294752943, 0.0021755456703546703, 0.9915773493226054, 0.9940272616616234, 0.9282269632118809, 0.9024510064836943, 2.906694897767248, 0.3132489364625302, 8.520585887973867, 0.8069776683413148, 0.9825311119055673, 3.9371499053550356, 1.9480846857220766, 0.9385122135373418, 0.09858884577593191, 0.9803807547997001]	['class_75']	[0.99999615266136]
193	1619.3830236486488	443.0405405405405	['Aldoc', 'Bcl11b', 'Cadps2', 'Calb1', 'Car4', 'Cck', 'Cdh13', 'Chodl', 'Chrna6', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gabrg1', 'Gpr88', 'Grik1', 'Id2', 'Kctd12', 'Lamp5', 'Lypd1', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Pvalb', 'Rgs4', 'Sema5a', 'Serpine2', 'Serpini1', 'Slc6a1', 'Sncg', 'Tac2', 'Tafa1', 'Tnfaip6', 'Tnfaip8l3', 'Tshz2', 'Yjefn3']	[0.0012370203305042964, 0.8530132747144956, 0.20410058994715002, 0.19704123960125658, 0.8815575457709043, 5.014897053024952, 0.954561924642269, 0.8956108490974256, 0.0513484478449913, 2.9369815101071004, 0.8940543519734444, 11.994021372121276, 0.7788979135258907, 0.02984832255493079, 0.0021570410843465434, 4.89415565787778, 0.9595867349164143, 0.7506230909932267, 1.9810638838159218, 1.621116030592928, 0.99031168076519, 0.9270844089714141, 0.7677688383281505, 7.287951066423281, 8.625399454250482, 13.843328901065771, 0.7642090657792578, 2.6219686066986316, 2.0005572648528362, 17.52615031489306, 8.510009531133566, 4.240608246015133, 1.327557192314642, 1.0385870794533878, 0.8348763942020017, 0.9926152089718058, 0.08112397514989406, 0.8122539326124552, 0.827660423178194, 4.085696413820268, 0.025331188325194792]	['class_94']	[0.9999997970433688]
194	6483.383727034121	459.60192475940505	['Aldoc', 'Amigo2', 'Cadps2', 'Car4', 'Cck', 'Cdh13', 'Chrm2', 'Chrna6', 'Col25a1', 'Cox6a2', 'Cplx2', 'Cpne2', 'Cpne7', 'Cryab', 'Crym', 'Cxcl14', 'Fos', 'Gabrd', 'Gad1', 'Gpr88', 'Grin3a', 'Htr3a', 'Id2', 'Kctd12', 'Lgals1', 'Nek7', 'Nptx2', 'Nr4a2', 'Nrn1', 'Ntng1', 'Pcp4', 'Pde1a', 'Plp1', 'Pnoc', 'Prkca', 'Pvalb', 'Reln', 'Rgs12', 'Rgs4', 'Satb1', 'Scgn', 'Sema5a', 'Serpine2', 'Serpini1', 'Slc6a1', 'Synpr', 'Tac2', 'Tnfaip8l3', 'Tpbg', 'Tshz2', 'Vip', 'Wfs1']	[0.008047618399435413, 0.5661187239795431, 1.8940300607309204, 1.9215463464029567, 2.2265199892591516, 0.9868431339207422, 0.9266332445061267, 1.9200071163072265, 6.9262615194363, 3.823925549501287, 0.002981775032486334, 0.7382316356377409, 1.9942808716531275, 0.41014755624682164, 0.8481952876301483, 1.690993176055352, 1.9608563820808362, 5.520570134142573, 8.911992642089169, 0.9090989844918579, 0.5595787172917706, 0.672160368659484, 1.335834725783327, 0.9847211559586749, 0.9898084872509307, 0.855261419473644, 0.9914878620717987, 0.8736534715180755, 8.414614454618897, 14.402032982298564, 14.621391766520976, 2.875464566779588, 1.0339196088252172, 4.862778766367383, 0.8622702999382614, 2.012021224462117, 2.7762221129322526, 0.9337134298610084, 35.48440373463061, 0.9634469586165267, 3.8661398400972207, 13.712152310559533, 5.5881707895043435, 1.9765072214057962, 9.196867991033214, 2.3200971109343556, 0.9847449182290193, 0.44743269919771905, 0.02597272337281566, 1.9730115144664913, 0.6850673155601693, 1.9377215223052926]	['class_94']	[1.0]
195	3671.523575638507	451.5933202357564	['Aldoc', 'Arc', 'Bcl11b', 'Cadps2', 'Calb2', 'Cryab', 'Cxcl14', 'Enpp2', 'Fezf2', 'Gabrd', 'Id2', 'Nek7', 'Neurod6', 'Nrn1', 'Pcp4', 'Plp1', 'Prkca', 'Rgs4', 'Scgn', 'Sema5a', 'Serpine2', 'Tnfaip6', 'Tshz2', 'Yjefn3', 'Zbtb20']	[2.439472906710524, 1.7551194292063053, 0.9796161935263829, 0.025079746967474555, 0.9452695155378265, 16.990905205766005, 3.292479134034522, 13.752417777321824, 0.6384168437416953, 0.04416461341421914, 4.475068271186551, 0.9509952983352679, 0.9878484070336135, 0.07154008621903281, 2.474713987747097, 18.272231409313587, 0.6734175916826982, 0.04504304104320222, 0.8427648500427146, 0.9430159238093595, 5.415528294579906, 1.9716768572957066, 1.752712617368343, 0.9400840898409922, 0.9930102012036891]	['class_80']	[0.9999940218680583]
196	5701.224348750665	451.1945773524721	['Aldoc', 'Amigo2', 'Arc', 'Car4', 'Cck', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Kcnip1', 'Kit', 'Lhx6', 'Neurod6', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Rgs4', 'Satb1', 'Sema5a', 'Serpine2', 'Slc6a1', 'Snca', 'Tac2', 'Zbtb20']	[0.9489030330368956, 0.9741165363805185, 0.9765840620783299, 0.003034078946551524, 0.05143443692363825, 0.0815729509128635, 1.1758285036222622, 0.5229870724732418, 10.370259923801761, 0.9961076639145531, 7.7705138094257675, 0.0031522965159583474, 0.0020095704326887646, 0.03604392544876979, 1.9870093013393137, 0.9815696988887105, 0.0010743449901508676, 0.7058022835821112, 0.033078008819465626, 0.04119450831898389, 8.226112052409816, 0.9198988701334644, 0.15196225513906977, 0.0038091562808995234, 2.4866441203994905, 0.20731848691405952, 0.016048266524162656, 1.9610216671175693, 0.011444528526072053]	['class_80']	[0.9997993756235546]
197	3002.617407938785	448.65758010521284	['Aldoc', 'Calb2', 'Cck', 'Cox6a2', 'Cplx2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gnb4', 'Hsd11b1', 'Id2', 'Nos1', 'Npy', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pnoc', 'Reln', 'Rgs4', 'Satb1', 'Sema5a', 'Serpine2', 'Slc6a1', 'Trp53i11', 'Tshz2']	[0.1993893873301018, 0.6570513734155556, 2.078477865735282, 0.46309463551936514, 0.005168934653124859, 2.803626565232916, 2.3913908705023377, 0.9926145020623784, 1.5073091946855341, 0.9293693505219119, 0.721824050810578, 2.0393677971337185, 0.001221154155630271, 0.002677596217934641, 2.7004873000930614, 1.0701763893970766, 4.49320586180961, 2.919975796367718, 0.0077597036025314455, 0.7355442399978216, 2.0232878525500477, 0.6329533900262012, 0.10430144921791609, 5.347547841259075, 0.8217916240424471, 0.9100797112709542, 0.9937467084686455]	['class_75', 'class_99', 'class_100', 'class_103']	[0.918775200589298, 0.002014021162289344, 0.0029117050850440075, 0.07627167665213751]
198	6286.551735116205	459.0837312957657	['Aldoc', 'Cadps2', 'Car4', 'Cck', 'Col25a1', 'Cox6a2', 'Cplx2', 'Cpne2', 'Cpne7', 'Crh', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gabrg1', 'Gad1', 'Gpr88', 'Grin3a', 'Id2', 'Nos1', 'Nrn1', 'Ntng1', 'Pcp4', 'Pdlim3', 'Plp1', 'Prkca', 'Pthlh', 'Rgs10', 'Rgs4', 'Satb1', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tac2', 'Tshz2', 'Vip', 'Zbtb20']	[2.0226397981048847, 0.33261893996404984, 2.324555061058079, 1.655897037455514, 1.1708648794225407, 3.3043897787883663, 0.9698961931045492, 0.9605796771694106, 0.9273220617385548, 0.05808126681589712, 2.1161291756033282, 1.9655352394525176, 2.9842015479842585, 4.020392908862742, 0.08396569325286068, 0.9120621606549124, 1.9377919886907802, 1.961513895968356, 2.026109062404525, 0.972117530956224, 0.944659796254715, 8.19422576918158, 10.183780043511195, 0.9853047985219802, 1.3254585332046391, 0.8957461383799191, 0.003877572684734924, 0.00121170196391434, 17.863834848481474, 0.029592769346013226, 7.064956660783218, 10.289999266657633, 3.552335136173183, 0.006464300229055802, 1.9962134650261056, 0.006113124455216627, 0.0032362999982106424]	['class_94', 'class_99']	[0.9944381822757994, 0.004885361660885816]
199	7231.893167701864	484.0848861283644	['Aldoc', 'Cadps2', 'Cpne2', 'Cpne7', 'Crispld2', 'Cryab', 'Cxcl14', 'Ddit4l', 'Enpp2', 'Gpr88', 'Hapln1', 'Id2', 'Kctd12', 'Lgals1', 'Lypd1', 'Ndnf', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Rgs10', 'Sema5a', 'Serpine2', 'Slc6a1', 'Snca', 'Tshz2', 'Vip', 'Zbtb20']	[0.9915821816858029, 0.7699288943608504, 0.8936335626857832, 0.9042015376794341, 0.9805716167811576, 3.1419691724406134, 0.887915815020554, 0.14213123579350584, 4.055833498211024, 0.9222814252294839, 0.00960551036769304, 1.09895964214294, 0.011590620900786013, 0.9526714506735126, 0.7809077633215926, 1.959732577286514, 0.8767866352833202, 0.02858430014578435, 0.9611664598905294, 1.4779228932300266, 0.019405842157677437, 0.685077038582637, 1.2625810219889637, 0.001102003907819986, 0.9711359394703571, 0.002560823971833566, 0.1980257905874762, 2.85988930304342]	['class_33']	[0.9996544902674223]
200	564.9044516829533	447.66232356134634	['Aldoc', 'Cck', 'Chrm2', 'Col25a1', 'Cox6a2', 'Cryab', 'Cxcl14', 'Id2', 'Npy', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Pvalb', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Wfs1', 'Zbtb20']	[1.9712794228622397, 0.006183538800145472, 0.18956229157483093, 0.7509577698633513, 0.1098866834847261, 0.1802897491402599, 0.8504698580918235, 2.657949388062616, 0.012707035940451665, 0.514524023597605, 1.8167249866241582, 5.982484022136886, 0.9038176063685469, 0.009818831042301095, 6.760868825097517, 1.0248937749059222, 2.9601967688194586, 1.177494166524695, 3.3450529560538436, 0.9780357207785911, 0.009840455833250035]	['class_75', 'class_103']	[0.9914348203315937, 0.00830737866419856]
201	6667.964886613021	462.483174835406	['Aldoc', 'Calb2', 'Car4', 'Cnr1', 'Cpne2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrg1', 'Gnb4', 'Hsd11b1', 'Id2', 'Lgals1', 'Nek7', 'Ntng1', 'Pcp4', 'Pde1a', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Zbtb20']	[1.9279166076805998, 0.0037080305997457563, 0.9846886033704707, 0.005081970371737911, 0.9670432278427087, 4.858883425183085, 4.776680512152796, 0.0010050042118006908, 0.9816924280262922, 0.9150488940726655, 0.5142434606082187, 8.649852199532358, 0.976011206541517, 0.25179913274602694, 0.0028494241406499293, 2.073349414594385, 1.9783303427672165, 0.9499424314922384, 0.9882509672892369, 0.0011071238230600728, 3.7589044210152007, 13.161530624220926, 3.0806492420719582]	['class_2']	[0.9999561646757976]
202	7156.891610987379	469.6169265033408	['Aldoc', 'Cadps2', 'Cck', 'Cpne7', 'Cryab', 'Enpp2', 'Gabrd', 'Gad1', 'Grin3a', 'Id2', 'Neurod6', 'Plp1', 'Rgs4', 'Sema5a', 'Serpine2', 'Slc6a1', 'Trp53i11', 'Zbtb20']	[0.19020959901994144, 0.9736940471738357, 0.8512942999921985, 0.9854414488556484, 0.20468131791408736, 0.9938740269899661, 0.0027548759385066764, 0.0035398134050509534, 0.8951158026336271, 1.6638961305508566, 0.01944478385935062, 0.09996938592050209, 0.009542387845405544, 0.0021752260159170573, 1.9322844207810193, 0.9745814149846993, 0.0014325381668956142, 1.966344076927641]	['class_49', 'class_123']	[0.011925444731465316, 0.9863937892881586]
203	5003.4961961115805	464.821639898563	['Aldoc', 'Arc', 'Calb2', 'Chrm2', 'Cox6a2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gabrd', 'Gad1', 'Lhx6', 'Neurod6', 'Nrn1', 'Ntng1', 'Pcp4', 'Plp1', 'Prkca', 'Qpct', 'Rgs4', 'Serpine2', 'Slc6a1', 'Tac2', 'Tnfaip6', 'Tshz2', 'Zbtb20']	[0.014248396793664023, 1.0101160561658624, 0.9265432726442298, 1.0835988968844255, 0.14739554863687512, 13.970538862324403, 0.9366959520214816, 11.604473472403368, 0.025953141494913803, 0.9806980908197223, 0.4799773285699185, 0.9784737553059295, 0.0010735993124402876, 0.011068505247233951, 0.2871165869454898, 19.504045412848875, 1.423192233045714, 0.0012557107032028906, 0.015736355137370015, 0.40074738422666445, 0.03171748534694348, 0.014059611026803908, 2.0803300327129524, 0.013487606535893164, 0.9791233387570016]	['class_28', 'class_80']	[0.9859817262313818, 0.014018273700151561]
204	930.9623296820732	471.6954314720812	['Aldoc', 'Amigo2', 'Cck', 'Cdh13', 'Col25a1', 'Cox6a2', 'Cpne7', 'Cryab', 'Cxcl14', 'Gabrd', 'Gabrg1', 'Hsd11b1', 'Id2', 'Kctd12', 'Ndnf', 'Nptx2', 'Nrn1', 'Ntng1', 'Pcp4', 'Pde1a', 'Plp1', 'Pvalb', 'Rgs4', 'Satb1', 'Sema5a', 'Serpine2', 'Slc6a1', 'Tshz2', 'Zbtb20']	[1.7102957077774221, 0.027119680282787925, 5.652996635981345, 0.9203294299919026, 1.005523897536347, 0.907318467853296, 0.992863598108278, 0.9510915906175662, 2.917582849911981, 1.680482800451885, 0.23671414348570138, 0.1851556797671701, 5.917680324484022, 1.08567168366896, 0.003457177103371317, 0.9855285968579975, 6.953921716394617, 9.467362052544818, 11.239303103004005, 0.007042381525008451, 0.6010275930983943, 2.954154564924746, 9.031597712102766, 0.001277617530407903, 1.7550518306253087, 9.625604678007363, 1.4852716959312846, 5.0881076203199695, 0.7107883023736726]	['class_72', 'class_75', 'class_94']	[0.0026429957453083116, 0.9961027255709676, 0.0012542235745658398]
205	7196.605829596412	474.1538116591928	['Cadps2', 'Cryab', 'Ddit4l', 'Enpp2', 'Id2', 'Ndnf', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Rgs10', 'Rgs4', 'Sema5a', 'Serpine2', 'Tshz2', 'Zbtb20']	[0.055887863953850814, 0.9550889894674419, 0.8079057195052299, 3.7293134282702867, 0.8047380848484881, 1.9693683797358916, 0.0026260981363134405, 0.007643111349477369, 0.9926444778271026, 0.18150248711308306, 0.016691705950111574, 0.013860495690362054, 0.7232492083331105, 2.9548811236742654, 0.9835471952417993, 1.0058560633201037]	['class_9', 'class_33']	[0.9905529952890613, 0.008485000837197821]
